,name,hometown,high school,school,name text,hometown text,high school text,school text,sport,college
12,Ella Bonner,"Chesapeake, Va.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
13,Taylor Porter,"San Diego, Calif.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
14,Mikhail Johnson,"Williamsburg, Va.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
15,Frances Henshall,"Greensboro, N.C.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
16,Madison Kline,"Yorba Linda, Calif.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
17,Mia Thillet,"Charlotte, N.C.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
18,Paige Griffiths,"Raleigh, N.C.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
19,Abby Kassal,"Parker, Colo.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
20,Anna Toohey,"Winston-Salem, N.C.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
21,Kursten von Klahr,"Concord, N.C.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
22,Tea Smith,"Longmont, Colo.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
23,Naomi Powell,"Charlotte, N.C.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
24,Hope McQueen,"San Diego, Calif.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
25,Jessica Berlin,"Burke, Va.",N/A,N/A,Full Name,Hometown,N/A,N/A,womens soccer,nc_state
0,Tanis Baldwin,"Hendersonville, N.C.",N/A,East Henderson,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
1,Ben Barrett,"Norman, Okla.",N/A,Norman North,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
2,Tim Bason,"West Windsor, N.J.",N/A,Plainsboro South,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
3,Joe Bistritz,"Chagrin Falls, Ohio",N/A,Chagrin Falls,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
4,Kyle Christ,"Raleigh, N.C.",N/A,West Johnson,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
5,Gavin Gaynor,"Hudson, Ohio",N/A,Hudson,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
6,Noah Graham,"Brevard, N.C.",N/A,Brevard,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
7,Jack Hagood,"Wilmington, Del.",N/A,Tatnall HS,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
8,Philip Hall,"Fayetteville, N.C.",N/A,South View HS,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
9,Brendan Johnson,"Waldorf, Md.",N/A,Thomas Stone,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
10,Elijah Moskowitz,"Amherst, N.H.",N/A,Souhegan,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
11,Aubrey Myjer,"Mountain View, Calif.",N/A,Columbia,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
12,Edwin Rutto,"Newark, N.J.",N/A,St. Benedict's,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
13,Ian Shanklin,"Greensboro, N.C.",N/A,Page,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
14,Patrick Sheehan,"Mooresville, N.C.",N/A,Lake Norman HS,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
15,Aaron Thomas,"Brentwood, Tenn.",N/A,Brentwood HS,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
16,Alec Thomas,"Brentwood, Tenn.",N/A,Brentwood HS,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
17,Eric Walz,"Timonium, Md.",N/A,Dulaney,Full Name,Hometown,N/A,Previous School,mens cross country,nc_state
0,Dejah Arnold,"Fort Wayne, Ind.",N/A,Northrop HS,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
1,Rachel Bartolomeo,"Cary, N.C.",N/A,Cardinal Gibbons,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
2,Bianca Bishop,"Charlotte, N.C.",N/A,Providence HS,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
3,Izzy Carron,"Skerries, Dublin, Ireland",N/A,Skerries Community College,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
4,Dominique Clairmonte,"Lexington, Ohio",N/A,Lexington,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
5,Mary Grace Doggett,"Raleigh, N.C.",N/A,Cardinal Gibbons,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
6,Ryen Frazier,"Raleigh, N.C.",N/A,Ravenscroft,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
7,Wesley Frazier,"Raleigh, N.C.",N/A,Duke,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
8,Gianna Frontera,"Newburgh, N.Y.",N/A,Newburgh Free Academy,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
9,Rebekah Greengrass,"Cary, N.C.",N/A,Panther Creek,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
10,Janay Hall,"Hope Mills, N.C.",N/A,South View,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
11,Elly Henes,"Cary, N.C.",N/A,Green Hope,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
12,Casey Kendall,"Herndon, Va.",N/A,Oakton,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
13,Rachel Koon,"Asheville, N.C.",N/A,T.C. Roberson,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
14,Taylor McClay,"Eastport, N.Y.",N/A,Eastport South Manor,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
15,Bethany Neeley,"Greentown, Ind.",N/A,Indiana,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
16,Tiana Patillo,"Raleigh, N.C.",N/A,Wakefield HS,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
17,Annie Pierce,"Cary, N.C.",N/A,Cardinal Gibbons,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
18,Megan Rempel,"Ontario, Canada",N/A,E.L. Crossley Secondary School,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
19,Alyssa Rudawsky,"Garnet Valley, Pa.",N/A,Garnet Valley HS,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
20,Beth Taye,"Silver Springs, Md.",N/A,Paint Branch,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
21,Megan Vaughn,"Raleigh, N.C.",N/A,Cardinal Gibbons,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
22,Anna Vess,"Fairview, N.C.",N/A,AC Reynolds,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
23,Julia Zachgo,"Clifton Park, N.Y.",N/A,Shenendehowa,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
24,Isabel Zimmermann,"Clemmons, N.C.",N/A,Ronald Wilson Reagan,Full Name,Hometown,N/A,Previous School,womens cross country,nc_state
0,Dwight Cauthen,"Columbia, S.C. / Home Schooled","Columbia, S.C. / Home Schooled","Columbia, S.C. / Home Schooled",Full Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,nc_state
1,Stephen Franken,"Raleigh, N.C. / Millbrook","Raleigh, N.C. / Millbrook","Raleigh, N.C. / Millbrook",Full Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,nc_state
2,Justin Hood,"St. Matthews, S.C. / Calhoun Academy","St. Matthews, S.C. / Calhoun Academy","St. Matthews, S.C. / Calhoun Academy",Full Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,nc_state
3,Nolan Mills Jr.,"Charlotte, N.C. / Myers Park","Charlotte, N.C. / Myers Park","Charlotte, N.C. / Myers Park",Full Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,nc_state
4,Easton Paxton,"Riverton, Wyoming / Riverton","Riverton, Wyoming / Riverton","Riverton, Wyoming / Riverton",Full Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,nc_state
5,Harrison Rhoades,"Raleigh, N.C. / Broughton","Raleigh, N.C. / Broughton","Raleigh, N.C. / Broughton",Full Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,nc_state
6,Davis Richards,"China Grove, N.C. / South Rowan","China Grove, N.C. / South Rowan","China Grove, N.C. / South Rowan",Full Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,nc_state
7,Christian Salzer,"Sumter, S.C. / Wilson Hall","Sumter, S.C. / Wilson Hall","Sumter, S.C. / Wilson Hall",Full Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,nc_state
8,Benjamin Shipp,"Duluth, Ga. / Great Atlanta Christian","Duluth, Ga. / Great Atlanta Christian","Duluth, Ga. / Great Atlanta Christian",Full Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,nc_state
0,India Clyburn,"Cleethorpes, England",Tollbar Business and Enterprise College,Tollbar Business and Enterprise College,Full Name,Hometown,High School/Previous School,High School/Previous School,womens golf,nc_state
1,Monika Hartl,"Bamberg, Germany",Clavius-Gymnasium,Clavius-Gymnasium,Full Name,Hometown,High School/Previous School,High School/Previous School,womens golf,nc_state
2,Lea Klimentová,"Bratislava, Slovakia",Súkromné Slovanské Gymnázium,Súkromné Slovanské Gymnázium,Full Name,Hometown,High School/Previous School,High School/Previous School,womens golf,nc_state
3,Naomi Ko,"Victoria, B.C., Canada",Claremont Secondary School,Claremont Secondary School,Full Name,Hometown,High School/Previous School,High School/Previous School,womens golf,nc_state
4,Laura Kowohl,"Kronau, Germany",Privatgymnasium St.Leon-Rot,Privatgymnasium St.Leon-Rot,Full Name,Hometown,High School/Previous School,High School/Previous School,womens golf,nc_state
5,Nicole Kramer,"Charlotte, N.C.",Ardrey Kell,Ardrey Kell,Full Name,Hometown,High School/Previous School,High School/Previous School,womens golf,nc_state
6,Christina Lu,"Yunnan, China",Lake Mary Preparatory School,Lake Mary Preparatory School,Full Name,Hometown,High School/Previous School,High School/Previous School,womens golf,nc_state
7,Mim Sangkapong,"Nonthaburi, Thailand",Gardner-Webb,Gardner-Webb,Full Name,Hometown,High School/Previous School,High School/Previous School,womens golf,nc_state
0,James Brady,"Chapel Hill, N.C.",East Chapel Hill,East Chapel Hill,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
1,James Bretscher,"Knoxville, Tenn.",L&N STEM Academy,L&N STEM Academy,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
2,Parker Campbell,"Shelby, N.C.",Shelby,Shelby,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
3,Danny Erlenmeyer,"Bradenton, Fla.",Lakewood Ranch,Lakewood Ranch,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
4,Daniel Forndal,"Forserum, Sweden",Sandagymnasiet,Sandagymnasiet,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
5,Cobe Garcia,"Burlington, Kansas",Burlington High School,Burlington High School,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
6,Daniel Graber,"Morrison, Colo.",D'Evelyn,D'Evelyn,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
7,Holt Gray,"Raleigh, N.C.",Broughton High School,Broughton High School,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
8,Ryan Held,"Springfield, Ill.",Sacred Heart Griffin,Sacred Heart Griffin,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
9,Noah Hensley,"Winter Springs, Fla.",Florida State,Florida State,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
10,Anton Ipsen,"Birkerod, Denmark",Birkerød Gymnasium,Birkerød Gymnasium,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
11,Giovanni Izzo,"Bologna, Italy",ITI Aldini Valeriani,ITI Aldini Valeriani,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
12,Jacob Johnson,"Chester, Va.",Trinity Episcopal School,Trinity Episcopal School,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
13,Gil Kiesler,"Haifa, Israel",Hof Hasharon,Hof Hasharon,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
14,Eric Knowles,"Dayton, Ohio",Legacy Christian Academy,Legacy Christian Academy,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
15,Lucca Martins,"Cupertino, Calif.",Monta Vista,Monta Vista,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
16,Mark McGlaughlin,"Iowa City, Iowa",Iowa City West,Iowa City West,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
17,Jack McIntyre,"West Windsor, NJ",Fusion Academy,Fusion Academy,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
18,Harrison Mitchell,"Davidson, N.C.",W.A. Hough,W.A. Hough,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
19,Jacob Molacek,"Omaha, Neb.",Creighton Prep,Creighton Prep,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
20,Matt O'Donnell,"Bradenton, Fla.",Cardinal                                                    Mooney,Cardinal                                                    Mooney,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
21,Justin Ress,"Cary, N.C.",Cary,Cary,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
22,Mason Revis,"Higganum, Conn.",Haddam Killingworth,Haddam Killingworth,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
23,Tyler Rice,"Jacksonville, Fla.",Bolles,Bolles,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
24,Patrik Schwarzenbach,"Salenstein, TG, Switzerland",Pädagogische Maturitätsschule Thurgau Kreuzlingen,Pädagogische Maturitätsschule Thurgau Kreuzlingen,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
25,Luke Sobolewski,"Cincinnati, Ohio",St. Xavier High School,St. Xavier High School,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
26,Stewart Spanbauer,"Cincinnati, Ohio",Summit Country Day,Summit Country Day,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
27,Coleman Stewart,"York, Pa.",York Suburban,York Suburban,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
28,Hennessey Stuart,"Denver, Colo.",Regis                                                    Jesuit,Regis                                                    Jesuit,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
29,Quinlan Stuart,"Denver, Colo.",Regis Jesuit,Regis Jesuit,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
30,Andreas Vazaios,"Athens, Greece",,,Name,Hometown,High School/Last School,High School/Last School,mens swimming,nc_state
0,Vasiliki Baka,"Kalamata, Greece",1st High School of Kalamata,1st High School of Kalamata,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
1,Emmie Barnhill,"Greenville, N.C.",J.H. Rose,J.H. Rose,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
2,Rachel Burston,"Stamford, Conn.",Westhill,Westhill,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
3,Courtney Caldwell,"Lawrence, Kan.",Lawrence Free State,Lawrence Free State,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
4,Olivia Calegan,"Lincoln, Neb.",Lincoln Southwest,Lincoln Southwest,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
5,Jacqueline Clabeaux,"Fairfax, Va.",Chantilly High School,Chantilly High School,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
6,Krista Duffield,"Tucson, Ariz.",Catalina Foothills,Catalina Foothills,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
7,Caroline Estep,"Wilmington, N.C.",Hoggard,Hoggard,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
8,Ariel Finke,"Clearwater, Florida",Countryside High School,Countryside High School,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
9,Olivia Fisher,"Mechanicsville, Va.",Atlee High School,Atlee High School,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
10,Mackenzie Glover,"Winnipeg, Canada",Vincent Massey Collegiate,Vincent Massey Collegiate,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
11,Elise Haan,"Naples, Fla.",Florida Gulf Coast,Florida Gulf Coast,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
12,Tamila Holub,"Cherkasy, Ukraine",Externato Carvalho Araujo,Externato Carvalho Araujo,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
13,Jessica Horomanski,"Greer, S.C.",Riverside,Riverside,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
14,Danika Huizinga,"Toronto, Canada",Ajax High School,Ajax High School,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
15,Anna Jahns,"Lilburn, Ga.",Brookwood,Brookwood,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
16,Madeline Kline,"Damascus, Md.",Damascus,Damascus,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
17,Olga Lapteva,"Vladivostok, Russia",Bolles,Bolles,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
18,Lexie Lupton,"Kingwood, Texas",Kingwood High School,Kingwood High School,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
19,Rozhina McClanahan,"Charlotte, N.C.",Charlotte Latin,Charlotte Latin,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
20,Hannah Moore,"Cary, N.C.",Michigan,Michigan,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
21,Kathleen Moore,"Cary, N.C.",Green Hope High School,Green Hope High School,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
22,Maddie Morello,"Newport News, Va.",Menchville High School,Menchville High School,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
23,Lindsay Morrow,Evergreen. Colo.,Evergreen,Evergreen,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
24,Carlie Perkins,"Avondale, Pa.",Avon Grove,Avon Grove,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
25,Ky-lee Perry,"Norwalk, Conn.",Brien McMahon,Brien McMahon,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
26,Julia Poole,"Cary, N.C.",Middle Creek,Middle Creek,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
27,Bailey Revels,"Chapel Hill, N.C.",Northwood,Northwood,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
28,Sirena Rowe,"Charlotte, N.C.",East Mecklenburg High School,East Mecklenburg High School,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
29,Brooke Rubendall,"Cary, N.C.",Green Hope,Green Hope,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
30,Anna Shumate,"Alexandria, Va.",Bishop Ireton,Bishop Ireton,Name,Hometown,High School/Last School,High School/Last School,womens swimming,nc_state
0,Tadas Babelis,"Vilnius, Lithuania / Vilnius Ozo Gimnazija",N/A,"Vilnius, Lithuania / Vilnius Ozo Gimnazija",Name,Hometown/Previous School,N/A,Hometown/Previous School,mens tennis,nc_state
1,Alexis Galarneau,"Laval, Canada / Academie les Estacades",N/A,"Laval, Canada / Academie les Estacades",Name,Hometown/Previous School,N/A,Hometown/Previous School,mens tennis,nc_state
2,Morgan Lohan,"Tramore, Ireland / Ardscoil Na Mara",N/A,"Tramore, Ireland / Ardscoil Na Mara",Name,Hometown/Previous School,N/A,Hometown/Previous School,mens tennis,nc_state
3,Georgiy Malyshev,"Kirov, Russia / Rg Maroltingergasse 69-71",N/A,"Kirov, Russia / Rg Maroltingergasse 69-71",Name,Hometown/Previous School,N/A,Hometown/Previous School,mens tennis,nc_state
4,Michael Ogden,"Salisbury, N.C. / Salisbury HS",N/A,"Salisbury, N.C. / Salisbury HS",Name,Hometown/Previous School,N/A,Hometown/Previous School,mens tennis,nc_state
5,Igor Saveljic,"Podgorica, Montenegro / Gimnazija Crnjanski",N/A,"Podgorica, Montenegro / Gimnazija Crnjanski",Name,Hometown/Previous School,N/A,Hometown/Previous School,mens tennis,nc_state
6,Ivan Saveljic,"Podgorica, Montenegro / Gimnazija Crnjanski",N/A,"Podgorica, Montenegro / Gimnazija Crnjanski",Name,Hometown/Previous School,N/A,Hometown/Previous School,mens tennis,nc_state
7,Joseph Schrader,"Brevard, N.C. / Brevard HS",N/A,"Brevard, N.C. / Brevard HS",Name,Hometown/Previous School,N/A,Hometown/Previous School,mens tennis,nc_state
8,Collin Shick,"Greensboro, N.C. / Laurel Springs",N/A,"Greensboro, N.C. / Laurel Springs",Name,Hometown/Previous School,N/A,Hometown/Previous School,mens tennis,nc_state
9,Tristan Smith,"Wilmington, N.C. / Laurel Springs",N/A,"Wilmington, N.C. / Laurel Springs",Name,Hometown/Previous School,N/A,Hometown/Previous School,mens tennis,nc_state
10,Robert Turzak,"Košice, Slovakia / Gymnazium Trebisouska",N/A,"Košice, Slovakia / Gymnazium Trebisouska",Name,Hometown/Previous School,N/A,Hometown/Previous School,mens tennis,nc_state
0,Taylor Bridges,"Mesa, Ariz.",Arizona Connections Academy,Arizona Connections Academy,Name,Hometown,High School/Previous School,High School/Previous School,womens tennis,nc_state
1,Bianca Moldovan,"Livonia, Mich.",Adlai E. Stevenson,Adlai E. Stevenson,Name,Hometown,High School/Previous School,High School/Previous School,womens tennis,nc_state
2,Adriana Reami,"Miami, Fla.",Florida Virtual,Florida Virtual,Name,Hometown,High School/Previous School,High School/Previous School,womens tennis,nc_state
3,Amanda Rebol,"Cumming, Ga.",National,National,Name,Hometown,High School/Previous School,High School/Previous School,womens tennis,nc_state
4,Anna Rogers,"Stamford, Conn.",Westhill,Westhill,Name,Hometown,High School/Previous School,High School/Previous School,womens tennis,nc_state
5,Tayla Stenta,"Melbourne, Australia",Presbyterian Ladies College,Presbyterian Ladies College,Name,Hometown,High School/Previous School,High School/Previous School,womens tennis,nc_state
6,Claudia Wiktorin,"Davidson, N.C.",K12 International Academy,K12 International Academy,Name,Hometown,High School/Previous School,High School/Previous School,womens tennis,nc_state
0,Tanis Baldwin,"Hendersonville, N.C. / East Henderson","Hendersonville, N.C. / East Henderson","Hendersonville, N.C. / East Henderson",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
1,Ben Barrett,"Norman, Okla. / Norman North","Norman, Okla. / Norman North","Norman, Okla. / Norman North",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
2,Tim Bason,"West Windsor, N.J. / Plainsboro South","West Windsor, N.J. / Plainsboro South","West Windsor, N.J. / Plainsboro South",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
3,Joe Bistritz,"Chagrin Falls, Ohio / Chagrin Falls","Chagrin Falls, Ohio / Chagrin Falls","Chagrin Falls, Ohio / Chagrin Falls",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
4,Cravont Charleston,"Charlotte, N.C. / Mallard Creek","Charlotte, N.C. / Mallard Creek","Charlotte, N.C. / Mallard Creek",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
5,Kyle Christ,"Raleigh, N.C. / West Johnson","Raleigh, N.C. / West Johnson","Raleigh, N.C. / West Johnson",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
6,Quashawn Cunningham,"Charlotte, N.C. / Mallard Creek HS","Charlotte, N.C. / Mallard Creek HS","Charlotte, N.C. / Mallard Creek HS",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
7,Joshua Davis,"Pelham, N.C. / Bartlett Yancey HS","Pelham, N.C. / Bartlett Yancey HS","Pelham, N.C. / Bartlett Yancey HS",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
8,Von Douglas,"Alpharetta, Ga. / Chattahoochee","Alpharetta, Ga. / Chattahoochee","Alpharetta, Ga. / Chattahoochee",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
9,Junpai Dowdy,"Mint Hill, N.C. / South Mecklenburg","Mint Hill, N.C. / South Mecklenburg","Mint Hill, N.C. / South Mecklenburg",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
10,Tyson Fortenberry,"Gastonia, N.C. / Ashbrook","Gastonia, N.C. / Ashbrook","Gastonia, N.C. / Ashbrook",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
11,Christopher Garrick,"Waxhaw, N.C. / Marvin Ridge","Waxhaw, N.C. / Marvin Ridge","Waxhaw, N.C. / Marvin Ridge",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
12,Gavin Gaynor,"Hudson, Ohio / Hudson","Hudson, Ohio / Hudson","Hudson, Ohio / Hudson",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
13,Noah Graham,"Brevard, N.C. / Brevard","Brevard, N.C. / Brevard","Brevard, N.C. / Brevard",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
14,Jack Hagood,"Wilmington, Del. / Tatnall HS","Wilmington, Del. / Tatnall HS","Wilmington, Del. / Tatnall HS",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
15,Philip Hall,"Fayetteville, N.C. / South View HS","Fayetteville, N.C. / South View HS","Fayetteville, N.C. / South View HS",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
16,Nyheim Hines,"Garner, N.C. / Garner","Garner, N.C. / Garner","Garner, N.C. / Garner",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
17,Will Hoffmann,"Cary, N.C. / Green Hope","Cary, N.C. / Green Hope","Cary, N.C. / Green Hope",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
18,Brendan Johnson,"Waldorf, Md. / Thomas Stone","Waldorf, Md. / Thomas Stone","Waldorf, Md. / Thomas Stone",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
19,J Johnson Jr.,"Morrisville, N.C.  / Panther Creek","Morrisville, N.C.  / Panther Creek","Morrisville, N.C.  / Panther Creek",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
20,Abdur Rahmaan Kelly,"Washington, DC / T. Roosevelt Senior HS","Washington, DC / T. Roosevelt Senior HS","Washington, DC / T. Roosevelt Senior HS",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
21,Gabriel King,"Mount Airy, N.C. / Mount Airy","Mount Airy, N.C. / Mount Airy","Mount Airy, N.C. / Mount Airy",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
22,Sam Krehnbrink,"Denver, NC / East Lincoln HS","Denver, NC / East Lincoln HS","Denver, NC / East Lincoln HS",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
23,Wyatt Maxey,"Charlotte, N.C. / Providence HS","Charlotte, N.C. / Providence HS","Charlotte, N.C. / Providence HS",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
24,Elijah Moskowitz,"Amherst, N.H. / Souhegan","Amherst, N.H. / Souhegan","Amherst, N.H. / Souhegan",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
25,Aubrey Myjer,"Mountain View, Calif. / Columbia","Mountain View, Calif. / Columbia","Mountain View, Calif. / Columbia",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens track,nc_state
