,name,hometown,high school?,sport,college
325,Marcus  Coleman,"Ames, Iowa",Ames,wrestling,iowa_state
326,Jarrett Degen,"Belgrade, Mont.",Belgrade,wrestling,iowa_state
327,Taylan Entriken,"Hudson, Iowa",Hudson,wrestling,iowa_state
328,DeMichael Franklin,"Houston, Texas",Mayde Creek,wrestling,iowa_state
329,Austin Gomez,"Carol Stream, Ill.",Glenbard North,wrestling,iowa_state
330,Gannon Gremmel,"Dubuque, Iowa",Hempstead,wrestling,iowa_state
331,Brady Jennings,"Osage, Iowa",Osage High Scool,wrestling,iowa_state
332,Ryan Leisure,"Clear Lake, Iowa",Clear Lake,wrestling,iowa_state
333,Tanner Lundgren,"Emmetsburg, Iowa",Emmetsburg,wrestling,iowa_state
334,Alex Mackall,"Austintown, Ohio",Walsh Jesuit,wrestling,iowa_state
335,Alec McDowell,"Delhi, Iowa",Maquoketa Valley,wrestling,iowa_state
336,Tucker Morrison,"Columbus, Iowa",Columbus,wrestling,iowa_state
337,Ian Parker,"Saint Johns, Mich.",St. Johns,wrestling,iowa_state
338,Kaden Sauer,"Ankeny, Iowa",Dowling Catholic,wrestling,iowa_state
339,Mac Southard,"Council Bluffs, Iowa",Lewis Central,wrestling,iowa_state
340,Skyler St. John,"Cedar Rapids, Iowa",Cedar Rapids Prairie,wrestling,iowa_state
341,Austin Stotts,"Urbandale, Iowa",Valley,wrestling,iowa_state
342,Chase Straw,"Winthrop, Iowa",Independence High School,wrestling,iowa_state
343,Hank Swalla,"Ames, Iowa",Ames,wrestling,iowa_state
344,Joe Teague,"Algona, Iowa",Algona,wrestling,iowa_state
345,Kristian Vazquez,"Riverside, Calif.",MLK,wrestling,iowa_state
346,Kirsten Caudle,"San Bernardino, Calif.",Cajon HS,softball,iowa_state
