,name,hometown,high school?,sport,college
118,Jalen Harvey,"El Cerrito, Calif.",El Cerrito,football,arizona_state
119,John O'Brien,N/A,N/A,football,arizona_state
120,Kevin Macias,"Mesa, Ariz.",Dobson,football,arizona_state
121,George Lea,"New Orleans, La.",Landry-Walker,football,arizona_state
122,Christian Zendejas,"Chandler, Ariz.",Perry,football,arizona_state
123,Caleb McShanag,"Phoenix, Ariz.",Northwest Christian,football,arizona_state
124,Jordan Ware,"Peoria, Ariz.",Centennial,football,arizona_state
125,Ely Doyle,"Mission Hills, Calif.",Bishop Alemany,football,arizona_state
126,Jarrett Bell,"Norco, Calif.",Norco,football,arizona_state
127,Ochuko Duke,"Allen, Texas",Plano East,football,arizona_state
128,Kyle Jones,"Burlington, Wisc.",Burlington,football,arizona_state
129,Zach Robertson,"Bellflower, Calif.",Saint John Bosco,football,arizona_state
130,Reggie  Hughes,"Calabasas, Calif.",Calabasas,football,arizona_state
131,Casey Tucker,"Gilbert, Ariz.",Hamilton,football,arizona_state
132,Alex Losoya,"Santa Ana, Calif.",Mater Dei,football,arizona_state
133,Benjamin Winans,"Murfreesboro, Tenn.",Blackman,football,arizona_state
134,Jordan Hoyt,"Chandler, Ariz.",Chandler,football,arizona_state
135,Parker Higgins,"Honolulu, Hawaii",Kaiser,football,arizona_state
136,Tyson Rising,"Ventura, Calif.",Buena,football,arizona_state
137,Quinn Bailey,"Gilbert, Ariz.",Higley,football,arizona_state
138,Kyle Breed,"Tucson, Ariz.",Ironwood Ridge,football,arizona_state
139,Joseph Reeves,"Buckeye, Ariz.",Verrado,football,arizona_state
140,Marco Salas,"Mesa, Ariz.",Dobson,football,arizona_state
141,Jesse Cozens,"Tempe, Ariz.",Tempe Prep,football,arizona_state
142,Roy Hemsley,"Los Angeles, Calif.",Winward,football,arizona_state
143,Riley John,"Appleton, Wis.",Appleton East,football,arizona_state
144,Eddie Medina,"Chino, Calif.",Don Lugo,football,arizona_state
145,Mason Schell,"Vancouver, Wash.",Columbia River,football,arizona_state
146,Anthony Nicastro,"Tempe, Ariz.",Marcos de Niza,football,arizona_state
147,Jonathan Sanchez,"Mesa, Ariz.",Westwood,football,arizona_state
148,Michael Tate,"Gilbert, Ariz.",Higley,football,arizona_state
149,Steven Miller,"Gilbert, Ariz.",Gilbert,football,arizona_state
150,Cade Cote,"Gilbert, Ariz.",Williams Field,football,arizona_state
151,Cohl Cabral,"Rancho Cucamonga, Calif.",Los Osos,football,arizona_state
152,Corey Stephens,"Scottsdale, Ariz.",Saguaro,football,arizona_state
153,Spencer Lovell,"For Collins, Colo.",Rocky Mountain,football,arizona_state
154,Ralph Frias,"Safford, Ariz,",Safford,football,arizona_state
155,Mark Walton,"Yuma, Ariz.",Cibola,football,arizona_state
156,Jared Bubak,"Lincoln, Neb.",Lincoln Christian,football,arizona_state
157,Geordon  Porter,"Rancho Cucamonga, Calif.",Etiwanda,football,arizona_state
158,Frank Darby,"Jersey City, N.J.",Lincoln,football,arizona_state
159,C.J. Jarmon,"Stockton, Calif.",Hamilton,football,arizona_state
160,Curtis Hodges,"Mesa, Ariz.",Mountain View,football,arizona_state
161,Tommy Hudson,"San Jose, Calif.",Archbishop Mitty,football,arizona_state
162,Ceejhay French-Love,"Long Beach, Calif.",East Los Angeles College,football,arizona_state
163,Jarick Caldwell,"Chandler, Ariz.",Chandler,football,arizona_state
164,Jermayne Lole,"Long Beach, Calif.",Long Beach Poly,football,arizona_state
165,Josh Pokraka,"Honolulu, Hawaii",Kaiser,football,arizona_state
166,Michael  Matus,"Katy, Texas",Katy,football,arizona_state
167,Kyle Remo,"Mahwah, N.J.",Mahwah,football,arizona_state
168,Michael Gombert,"Scottsdale, Ariz.",Cactus Shadows,football,arizona_state
169,Nami Tuitu'u,"Mesa, Ariz.",Mesa,football,arizona_state
170,Erik Dickerson,"Scottsdale, Ariz.",Chaparral,football,arizona_state
171,Joseph Zepp,"Scottsdale, Ariz.",Saguaro,football,arizona_state
172,Renell Wren,"St. Louis, Mo.",Lutheran,football,arizona_state
173,Jalen Bates,"Kaplan, La.",Kaplan,football,arizona_state
174,Shannon Forman,"Baton Rouge, La.",Southern Lab,football,arizona_state
175,D.J.  Davidson,"Mesa, Ariz.",Desert Ridge,football,arizona_state
176,Dougladson Subtyl,"Bunnell, Fla.",Flagler-Palm Coast,football,arizona_state
177,Tyerell Baldonado-Kaeiopu,"Pukalani, Hawaii",Kamehameha Maui,football,arizona_state
178,Tannor Park,"Elgin, Ill.",Westminster Christian,football,arizona_state
179,Sydney Day,"Monroe, Wash.",Monroe,womens soccer,arizona_state
180,Nikki Panas,"Edmonton, Alberta, Canada",Strathcona Composite,womens soccer,arizona_state
181,Christina Edwards,"Bend, Ore.",Summit,womens soccer,arizona_state
182,Kylie Miniefield,"Chandler, Ariz.",Hamilton,womens soccer,arizona_state
183,Lara Barbieri,"Monte Mor, Sao Paolo, BRazil",Associação Atlética Ponte Preta,womens soccer,arizona_state
184,Adriana Orozco,"Buckeye, Ariz.",Verrado,womens soccer,arizona_state
185,Alexia  Delgado,"Jalisco, Mexico",Universidad de Guadalajara,womens soccer,arizona_state
186,Nicole  Douglas,"Staines, Middlesex, England",St Paul's Catholic College,womens soccer,arizona_state
187,Casey Martinez,"Towson, Md.",McDonogh School,womens soccer,arizona_state
188,Jemma Purfield,"Cottingham, England",Wyke College,womens soccer,arizona_state
189,Isabel Dehakiz,"Placentia, Calif.",Esperanza,womens soccer,arizona_state
190,Eva Van Deursen,"Veldhoven, Netherlands",N/A,womens soccer,arizona_state
191,Olive Jones,"Phoenix, Ariz.",Desert Vista,womens soccer,arizona_state
192,Madison Wolf,"Chandler, Ariz.",Corona del Sol,womens soccer,arizona_state
193,Melinda Gutierrez,"Gilbert, Ariz.",Gilbert,womens soccer,arizona_state
194,Julia Koharko,"Scottsdale, Ariz.",Notre Dame Preparatory,womens soccer,arizona_state
195,Cori Sullivan,"Prescott, Ariz.",Prescott,womens soccer,arizona_state
196,Hikaru Minami,"Tokyo, Japan",Jumonji School,womens soccer,arizona_state
197,Amanda Green,"Phoenix, Ariz.",Desert Vista,womens soccer,arizona_state
198,Dominique  Ballard,"Phoenix, Ariz.",Arcadia High School,womens soccer,arizona_state
199,Olivia Nguyen,"Tempe, Ariz.",Corona Del Sol,womens soccer,arizona_state
200,Aubree Incardone,"Mesa, Ariz.",Red Mountain,womens soccer,arizona_state
201,Amanda  Jones,"Long Beach, Calif.",Los Alamitos,womens soccer,arizona_state
202,Natalie Stephens,"Phoenix, Ariz.",Anthem Boulder Creek,womens soccer,arizona_state
203,Marleen Schimmer,"Mainz, Germany",Otto-Schott-Gymnasium,womens soccer,arizona_state
204,Sydney Garces,"Chino Hills, Claif.",Chino Hills,womens soccer,arizona_state
205,Naomi  Aguilar,"Litchfield Park, Ariz.",Millennial,womens soccer,arizona_state
206,Alexis  Worley,"Temecula, Calif.",Great Oak,womens soccer,arizona_state
207,Jessica Hale,"Phoenix, Ariz.",Desert Vista,womens soccer,arizona_state
208,Anna White,"Scottsdale, Ariz.",Notre Dame Preparatory,womens soccer,arizona_state
209,Jen Fortner,"Maumee, Ohio",Anthony Wayne,womens soccer,arizona_state
210,Angela Boyle,"Anthem, Ariz.",Boulder Creek,womens soccer,arizona_state
211,Tyla Tolbert,"Murphy, Texas",The Episcopal School of Dallas Women,womens soccer,arizona_state
212,Fearghal Curtin,"Cork, Ireland",Midleton CBS,mens cross country,arizona_state
213,Joseph Dicke,"Colorado Springs, Colo.",Discovery Canyon Campus HS,mens cross country,arizona_state
214,Erik Gonzalez,"Riverside, Calif.",Rubidoux HS,mens cross country,arizona_state
215,Ian Kebenei,"Nakuru, Kenya",St. Patrick's High School – Iten,mens cross country,arizona_state
216,Adam Klein,"Tualatin, Ore.",Tualatin HS,mens cross country,arizona_state
217,Fitzgerald Laurie,"Highland Park, Ill.",Highland Park HS,mens cross country,arizona_state
218,Jackson Lewis,"Waukee, Iowa",Waukee HS,mens cross country,arizona_state
219,Garrett O'Toole,"Weston, Mass.",Middlesex HS,mens cross country,arizona_state
220,William Paulson,"Tetbury, England",Pate's Grammar School,mens cross country,arizona_state
221,John Reniewicki,"Scottsdale, Ariz.",Arcadia HS,mens cross country,arizona_state
222,Michael Renner,"Brentwood, Tenn.",Brentwood Academy H.S.,mens cross country,arizona_state
223,Nick Shampoe,"Colorado Springs, Colo.",Discovery Canyon,mens cross country,arizona_state
224,Kyle Shinn,"Wyomissing, Pa.",Wyomissing Area High School,mens cross country,arizona_state
225,Timothy Sterkel,"Stevenson Ranch, Calif.",West Ranch HS,mens cross country,arizona_state
226,Sam Deane,"Glendale, Ariz.",Verrado HS,womens cross country,arizona_state
227,Emily Gallegos-Francksen,"Golden, Colo.",Wheat Ridge HS,womens cross country,arizona_state
228,Daan Haven,"Ganado, Ariz.",Ganado H.S.,womens cross country,arizona_state
229,Courtney Lewis,"Flagstaff, Ariz.",Flagstaff H.S.,womens cross country,arizona_state
230,Alexis Nichols,"Gilbert, Ariz.",Chandler H.S.,womens cross country,arizona_state
231,Samantha Ortega,"Santa Clarita, Calif.",Saugus H.S.,womens cross country,arizona_state
232,Anna Pruter,"Palos Verdes Estates, Calif.",Palos Verdes High School,womens cross country,arizona_state
233,Megan Reniewicki,"Scottsdale, Ariz.",Arcadia H.S.,womens cross country,arizona_state
234,Angela Saitta,"Fayetteville, Ark.",Haas Hall Academy,womens cross country,arizona_state
